name,chip,cpu_cores,gpu_cores,memory,storage,display_size,color,current_price,original_price,savings,discount_percentage,connectivity,url,model_sku,scraped_at
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Yellow,M3,8-Core CPU,10-Core GPU,16GB,512GB,24-inch,Yellow,1389.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19G2B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Yellow?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G19G2B,2025-07-31 10:06:13
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Green,M3,8-Core CPU,10-Core GPU,16GB,512GB,24-inch,Green,1389.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19J2B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Green?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G19J2B,2025-07-31 10:06:13
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Blue,M3,8-Core CPU,10-Core GPU,16GB,512GB,24-inch,Blue,1389.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19L2B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Blue?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G19L2B,2025-07-31 10:06:13
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Purple,M3,8-Core CPU,10-Core GPU,16GB,512GB,24-inch,Purple,1389.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19Q2B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Purple?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G19Q2B,2025-07-31 10:06:13
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Orange,M3,8-Core CPU,10-Core GPU,16GB,512GB,24-inch,Orange,1389.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19S2B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Orange?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G19S2B,2025-07-31 10:06:13
"Refurbished 24-inch iMac Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet – Silver",M4,10-Core CPU,10-Core GPU,16GB,512GB,24-inch,Silver,1439.0,1699.0,260.0,15.3,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FWUV3B/A/refurbished-24-inch-imac-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-gigabit-ethernet-silver?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FWUV3B,2025-07-31 10:06:13
"Refurbished 24-inch iMac Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet – Green",M4,10-Core CPU,10-Core GPU,16GB,512GB,24-inch,Green,1439.0,1699.0,260.0,15.3,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FWV03B/A/refurbished-24-inch-imac-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-gigabit-ethernet-green?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FWV03B,2025-07-31 10:06:13
"Refurbished 24-inch iMac Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet – Blue",M4,10-Core CPU,10-Core GPU,16GB,512GB,24-inch,Blue,1439.0,1699.0,260.0,15.3,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FWV33B/A/refurbished-24-inch-imac-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-gigabit-ethernet-blue?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FWV33B,2025-07-31 10:06:13
"Refurbished 24-inch iMac Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet – Purple",M4,10-Core CPU,10-Core GPU,16GB,512GB,24-inch,Purple,1439.0,1699.0,260.0,15.3,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FWV73B/A/refurbished-24-inch-imac-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-gigabit-ethernet-purple?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FWV73B,2025-07-31 10:06:13
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Starlight,M3,8-Core CPU,10-Core GPU,24GB,1TB,15-inch,Starlight,1439.0,,,,Wi-Fi,https://www.apple.com/uk/shop/product/G1BU6B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G1BU6B,2025-07-31 10:06:13
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Midnight,M3,8-Core CPU,10-Core GPU,24GB,1TB,15-inch,Midnight,1439.0,,,,Wi-Fi,https://www.apple.com/uk/shop/product/G1BW6B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Midnight?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G1BW6B,2025-07-31 10:06:13
"Refurbished 24-inch iMac Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet, Nano-texture glass – Silver",M4,10-Core CPU,10-Core GPU,16GB,256GB,24-inch,Silver,1439.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G1EH1B/A/refurbished-24-inch-imac-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-gigabit-ethernet-nano-texture-glass-silver?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G1EH1B,2025-07-31 10:06:13
"Refurbished 24-inch iMac Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet, Nano-texture glass – Blue",M4,10-Core CPU,10-Core GPU,16GB,256GB,24-inch,Blue,1439.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G1EP1B/A/refurbished-24-inch-imac-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-gigabit-ethernet-nano-texture-glass-blue?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G1EP1B,2025-07-31 10:06:13
"Refurbished 24-inch iMac Apple M1 Chip with 8‑Core CPU and 8‑Core GPU, Gigabit Ethernet - Orange",M1,8-Core CPU,8-Core GPU,16GB,1TB,24-inch,Orange,1469.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G1333B/A/Refurbished-24-inch-iMac-Apple-M1-Chip-with-8%E2%80%91Core-CPU-and-8%E2%80%91Core-GPU-Gigabit-Ethernet-Silver?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G1333B,2025-07-31 10:06:13
"Refurbished 14-inch MacBook Pro Apple M4 Chip with 10‑Core CPU and 10‑Core GPU, Nano-texture display - Space Black",M4,10-Core CPU,10-Core GPU,16GB,512GB,14-inch,Space Black,1489.0,,,,Wi-Fi,https://www.apple.com/uk/shop/product/G1DS2B/A/refurbished-14-inch-macbook-pro-apple-m4-chip-with-10%E2%80%91core-cpu-and-10%E2%80%91core-gpu-nano-texture-display-space-black?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G1DS2B,2025-07-31 10:06:13
"Refurbished 14-inch MacBook Pro Apple M4 Chip with 10‑Core CPU and 10‑Core GPU, Nano-texture display - Silver",M4,10-Core CPU,10-Core GPU,16GB,512GB,14-inch,Silver,1489.0,,,,Wi-Fi,https://www.apple.com/uk/shop/product/G1DW2B/A/refurbished-14-inch-macbook-pro-apple-m4-chip-with-10%E2%80%91core-cpu-and-10%E2%80%91core-gpu-nano-texture-display-silver?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G1DW2B,2025-07-31 10:06:13
"Refurbished Apple Studio Display, Nano-texture glass, Tilt-adjustable stand",,,,,,,,1489.0,1749.0,260.0,14.87,,https://www.apple.com/uk/shop/product/FYJK3B/A/Refurbished-Apple-Studio-Display-Nano-texture-glass-Tilt-adjustable-stand?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FYJK3B,2025-07-31 10:06:13
"Refurbished Apple Studio Display, Nano-texture glass, VESA mount adapter",,,,,,,,1489.0,1749.0,260.0,14.87,,https://www.apple.com/uk/shop/product/FYJL3B/A/Refurbished-Apple-Studio-Display-Nano-texture-glass-VESA-mount-adapter?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FYJL3B,2025-07-31 10:06:13
Refurbished 14-inch MacBook Pro Apple M4 Chip with 10‑Core CPU and 10‑Core GPU - Space Black,M4,10-Core CPU,10-Core GPU,16GB,1TB,14-inch,Space Black,1529.0,1799.0,270.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW2V3B/A/refurbished-14-inch-macbook-pro-apple-m4-chip-with-10%E2%80%91core-cpu-and-10%E2%80%91core-gpu-space-black?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FW2V3B,2025-07-31 10:06:13
Refurbished 14-inch MacBook Pro Apple M4 Chip with 10‑Core CPU and 10‑Core GPU - Silver,M4,10-Core CPU,10-Core GPU,16GB,1TB,14-inch,Silver,1529.0,1799.0,270.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FW2X3B/A/refurbished-14-inch-macbook-pro-apple-m4-chip-with-10%E2%80%91core-cpu-and-10%E2%80%91core-gpu-silver?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FW2X3B,2025-07-31 10:06:13
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Silver,M3,8-Core CPU,10-Core GPU,16GB,1TB,24-inch,Silver,1529.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19E3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Silver?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G19E3B,2025-07-31 10:06:13
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Yellow,M3,8-Core CPU,10-Core GPU,16GB,1TB,24-inch,Yellow,1529.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19G3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Yellow?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G19G3B,2025-07-31 10:06:13
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Blue,M3,8-Core CPU,10-Core GPU,16GB,1TB,24-inch,Blue,1529.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19L3B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Blue?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G19L3B,2025-07-31 10:06:13
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Blue,M3,8-Core CPU,10-Core GPU,24GB,512GB,24-inch,Blue,1529.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19L5B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Blue?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G19L5B,2025-07-31 10:06:13
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Starlight,M4,10-Core CPU,10-Core GPU,32GB,1TB,13-inch,Starlight,1529.0,,,,Wi-Fi,https://www.apple.com/uk/shop/product/G1GT3B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Starlight?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G1GT3B,2025-07-31 10:06:13
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,M4,10-Core CPU,10-Core GPU,32GB,1TB,13-inch,Blue,1529.0,,,,Wi-Fi,https://www.apple.com/uk/shop/product/G1H93B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G1H93B,2025-07-31 10:06:13
"Refurbished 24-inch iMac Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet – Silver",M4,10-Core CPU,10-Core GPU,24GB,512GB,24-inch,Silver,1609.0,1899.0,290.0,15.27,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FCR24B/A/refurbished-24-inch-imac-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-gigabit-ethernet-silver?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FCR24B,2025-07-31 10:06:13
"Refurbished 24-inch iMac Apple M4 Chip with 10-Core CPU and 10-Core GPU, Gigabit Ethernet – Pink",M4,10-Core CPU,10-Core GPU,24GB,512GB,24-inch,Pink,1609.0,1899.0,290.0,15.27,Gigabit Ethernet,https://www.apple.com/uk/shop/product/FD2U4B/A/refurbished-24-inch-imac-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-gigabit-ethernet-pink?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FD2U4B,2025-07-31 10:06:13
Refurbished Mac Studio Apple M2 Max Chip with 12‑Core CPU and 30‑Core GPU,M2 Max,12-Core CPU,30-Core GPU,32GB,512GB,,,1609.0,1889.0,280.0,14.82,10Gb Ethernet,https://www.apple.com/uk/shop/product/FQH73B/A/Refurbished-Mac-Studio-Apple-M2-Max-Chip-with-12%E2%80%91Core-CPU-and-30%E2%80%91Core-GPU?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FQH73B,2025-07-31 10:06:13
Refurbished 14-inch MacBook Pro Apple M3 Pro Chip with 11‑Core CPU and 14‑Core GPU - Space Black,M3 Pro,11-Core CPU,14-Core GPU,18GB,512GB,14-inch,Space Black,1609.0,1899.0,290.0,15.27,Wi-Fi,https://www.apple.com/uk/shop/product/FRX33B/A/refurbished-14-inch-macbook-pro-apple-m3-pro-chip-with-11%E2%80%91core-cpu-and-14%E2%80%91core-gpu-space-black?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FRX33B,2025-07-31 10:06:13
Refurbished 14-inch MacBook Pro Apple M3 Pro Chip with 11‑Core CPU and 14‑Core GPU - Silver,M3 Pro,11-Core CPU,14-Core GPU,18GB,512GB,14-inch,Silver,1609.0,1899.0,290.0,15.27,Wi-Fi,https://www.apple.com/uk/shop/product/FRX63B/A/refurbished-14-inch-macbook-pro-apple-m3-pro-chip-with-11%E2%80%91core-cpu-and-14%E2%80%91core-gpu-silver?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FRX63B,2025-07-31 10:06:13
"Refurbished Apple Studio Display, Standard glass, Tilt- and height-adjustable stand",,,,,,,,1609.0,1899.0,290.0,15.27,,https://www.apple.com/uk/shop/product/FYJF3B/A/Refurbished-Apple-Studio-Display-Standard-glass-Tilt-and-height-adjustable-stand?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FYJF3B,2025-07-31 10:06:13
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Silver,M3,8-Core CPU,10-Core GPU,24GB,1TB,24-inch,Silver,1659.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19E6B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Silver?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G19E6B,2025-07-31 10:06:13
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Yellow,M3,8-Core CPU,10-Core GPU,24GB,1TB,24-inch,Yellow,1659.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19G6B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Yellow?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G19G6B,2025-07-31 10:06:13
"Refurbished 14-inch MacBook Pro Apple M4 Chip with 10‑Core CPU and 10‑Core GPU, Nano-texture display - Space Black",M4,10-Core CPU,10-Core GPU,16GB,1TB,14-inch,Space Black,1659.0,,,,Wi-Fi,https://www.apple.com/uk/shop/product/G1DT1B/A/refurbished-14-inch-macbook-pro-apple-m4-chip-with-10%E2%80%91core-cpu-and-10%E2%80%91core-gpu-nano-texture-display-space-black?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G1DT1B,2025-07-31 10:06:13
Refurbished 14-inch MacBook Pro Apple M4 Chip with 10‑Core CPU and 10‑Core GPU - Silver,M4,10-Core CPU,10-Core GPU,24GB,1TB,14-inch,Silver,1699.0,1999.0,300.0,15.01,Wi-Fi,https://www.apple.com/uk/shop/product/FCX14B/A/refurbished-14-inch-macbook-pro-apple-m4-chip-with-10%E2%80%91core-cpu-and-10%E2%80%91core-gpu-silver?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FCX14B,2025-07-31 10:06:13
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Sky Blue,M4,10-Core CPU,10-Core GPU,24GB,2TB,13-inch,Blue,1699.0,,,,Wi-Fi,https://www.apple.com/uk/shop/product/G1H91B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Sky-Blue?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G1H91B,2025-07-31 10:06:13
Refurbished Mac Studio Apple M4 Max chip with 14‑Core CPU and 32‑Core GPU,M4 Max,14-Core CPU,32-Core GPU,36GB,512GB,,,1779.0,2099.0,320.0,15.25,10Gb Ethernet,https://www.apple.com/uk/shop/product/FU963B/A/Refurbished-Mac-Studio-Apple-M4-Max-chip-with-14%E2%80%91Core-CPU-and-32%E2%80%91Core-GPU?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,FU963B,2025-07-31 10:06:13
Refurbished 15-inch MacBook Air Apple M3 Chip with 8‑Core CPU and 10‑Core GPU - Silver,M3,8-Core CPU,10-Core GPU,24GB,2TB,15-inch,Silver,1779.0,,,,Wi-Fi,https://www.apple.com/uk/shop/product/G1BS7B/A/Refurbished-15-inch-MacBook-Air-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Silver?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G1BS7B,2025-07-31 10:06:13
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Yellow,M3,8-Core CPU,10-Core GPU,16GB,2TB,24-inch,Yellow,1799.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19G4B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Yellow?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G19G4B,2025-07-31 10:06:13
Refurbished 24-inch iMac Apple M3 Chip with 8-Core CPU and 10-Core GPU - Blue,M3,8-Core CPU,10-Core GPU,16GB,2TB,24-inch,Blue,1799.0,,,,Gigabit Ethernet,https://www.apple.com/uk/shop/product/G19L4B/A/Refurbished-24-inch-iMac-Apple-M3-Chip-with-8-Core-CPU-and-10-Core-GPU-Blue?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G19L4B,2025-07-31 10:06:13
"Refurbished 14-inch MacBook Pro Apple M4 Pro Chip with 12‑Core CPU and 16‑Core GPU, Nano-texture display – Space Black",M4 Pro,12-Core CPU,16-Core GPU,24GB,512GB,14-inch,Space Black,1829.0,,,,Wi-Fi,https://www.apple.com/uk/shop/product/G1FEDB/A/Refurbished-14-inch-MacBook-Pro-Apple-M4-Pro-Chip-with-12%E2%80%91Core-CPU-and-16%E2%80%91Core-GPU-Nano-texture-display-Space-Black?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G1FEDB,2025-07-31 10:06:13
Refurbished 13-inch MacBook Air Apple M4 chip with 10‑Core CPU and 10‑Core GPU - Silver,M4,10-Core CPU,10-Core GPU,32GB,2TB,13-inch,Silver,1869.0,,,,Wi-Fi,https://www.apple.com/uk/shop/product/G1GS4B/A/Refurbished-13-inch-MacBook-Air-Apple-M4-chip-with-10%E2%80%91Core-CPU-and-10%E2%80%91Core-GPU-Silver?fnode=511f7fead31567dadcda1018efa3a3165aca678aedb1f1fc36e9b05000ca263ce65ab04f5cd34061f2cbdfb2cc2f22ceb0b88561ef68db312610a214d3b1c013279bfc91b790a4f072391a15dd84cfd2,G1GS4B,2025-07-31 10:06:13
